IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,InjurySeverityCde,KABCO_Code,KABCO,Environmental_Factors,Human_Factors,Vehicular_Factors
30796844,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,,FRONT,ST,W,,TRABUE,,,,,36.99958637,-85.91566724,0.381,11/3/2022,1441,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,,,44874.61335,FALSE,2220,Accepted,5,5,O,VIEW OBSTRUCTED/LIMITED DUE TO RDWY,INATTENTION,
30799911,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0255,,MAMMOTH CAVE,PKWY,,,,,,,,37.09555278,-86.05336844,11.685,11/5/2022,1741,2,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44875.3403,FALSE,181,Accepted,5,5,O,,INATTENTION,
30799915,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,,HAPPY VALLEY,RD,,,,,,,,37.06323052,-85.95846577,5.624,11/8/2022,1842,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44875.34042,FALSE,174,Accepted,5,5,O,ANIMALS ACTION,,
30803526,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,KY1297,,OLD BOWLING GREEN,RD,,,,,GLEN GARRY,,INDUSTRIAL,36.99316924,-85.95335412,11.526,11/4/2022,1409,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44876.01477,FALSE,2268,Accepted,5,5,O,,INATTENTION,
30806112,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0068,,NEW BOWLING GREEN,RD,,,,,,,,37.01546169,-85.96581257,9.319,11/7/2022,1133,1,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,44876.76499,FALSE,2289,Accepted,5,5,O,,"EXCEEDED STATED SPEED LIMIT, FAILED TO KEEP PROPER LANE, NOT UNDER PROPER CONTROL",
30809902,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,KY0090,,HAPPY VALLEY,RD,,,MAX WAGNER,,,,,37.02281289,-85.93447763,8.731,11/8/2022,1630,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAWN,,,44878.42146,FALSE,2260,Accepted,5,5,O,,INATTENTION,
30809907,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,JACKSON,HWY,N,US0068,VETERANS OUTER,,,,,37.03278355,-85.90588372,16.951,11/9/2022,1430,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44878.42168,FALSE,2260,Accepted,5,5,O,,INATTENTION,
30809910,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,203,SIMMENTAL,LN,,,,,,,,37.01543153,-85.89194477,0.157,11/12/2022,1015,2,2,0,0,CLOUDY,WET,FALSE,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,44878.4218,FALSE,2264,Accepted,5,5,O,,INATTENTION,
30813309,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,N,,,,LEXINGTON,,MAGNOLIA,37.01443394,-85.91521096,15.317,11/12/2022,1427,1,1,0,0,CLEAR,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,44879.37781,FALSE,2249,Accepted,5,5,O,,NOT UNDER PROPER CONTROL,
30816016,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,S,,,KY1297,OLD BOWLING GREEN,,CLEVELAND,36.98939146,-85.93222013,13.303,11/12/2022,1546,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44879.76467,FALSE,2268,Accepted,5,5,O,,INATTENTION,
30816018,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,KY3600,,GLASGOW OUTER LOOP,,,,,KY3600,KY3600 CROSSOVER,,BOB LEWIS,36.99929404,-85.96636944,1.335,11/13/2022,1654,1,1,0,0,CLEAR,FLOODED,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44879.76478,FALSE,2410,Accepted,5,5,O,,,
30820654,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,KY0090,,HAPPY VALLEY,RD,,,LONGHUNTERS,,,,,37.02190997,-85.93377866,8.818,11/6/2022,1208,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44880.81221,FALSE,2286,Accepted,5,5,O,,MISJUDGE CLEARANCE,
30820655,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,,HONEYSUCKLE,LN,N,US0068X,MAIN,,,,,37.00500568,-85.93127828,0.004,11/7/2022,1114,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING RIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44880.81229,FALSE,2286,Accepted,5,5,O,,INATTENTION,
30820664,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,S,,GRANDVIEW,,,,,36.9958231,-85.93068152,13.765,11/11/2022,710,2,2,0,0,RAINING,WET,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44880.81397,FALSE,2293,Accepted,5,5,O,,"DISTRACTION, INATTENTION",
30822056,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,LN9008,,,,,,,,,,,36.982462,-85.89405883,0.326,11/15/2022,1146,2,2,0,0,RAINING,WET,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,CURVE & HILLCREST,DAYLIGHT,LN9008,KY0090,44881.30073,FALSE,50,Accepted,5,5,O,,INATTENTION,
30828335,0050200,CAVE CITY POLICE DEPARTMENT,Accepted,BARREN,KY0335,,OLD HORSE CAVE,RD,,,,,,,,37.14626986,-85.94515875,0.253,11/6/2022,651,1,1,0,0,CLEAR,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,44882.63666,FALSE,611,Accepted,5,5,O,SLIPPERY SURFACE,"NOT UNDER PROPER CONTROL, TOO FAST FOR CONDITIONS",
30828350,0050200,CAVE CITY POLICE DEPARTMENT,Accepted,BARREN,KY0070,,MAMMOTH CAVE,ST,,,,,,,,37.13971264,-85.96300518,6.241,11/10/2022,1654,1,1,0,1,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,44882.63743,FALSE,602,Accepted,3,3,B,DEBRIS IN ROADWAY,,
30828351,0050200,CAVE CITY POLICE DEPARTMENT,Accepted,BARREN,US0031W,,DIXIE,HWY,S,,,,,,,37.12808708,-85.96304221,6.768,11/9/2022,1110,2,2,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,BACKING,STRAIGHT & GRADE,DAYLIGHT,,,44882.63749,FALSE,608,Accepted,5,5,O,,IMPROPER BACKING,
30828352,0050200,CAVE CITY POLICE DEPARTMENT,Accepted,BARREN,,903,GRINSTEAD MILL,RD,,,,,,,,37.15218102,-85.96896108,1.181,11/12/2022,816,2,2,0,0,RAINING,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SIDESWIPE-OPPOSITE DIRECTION,CURVE & GRADE,OTHER,,,44882.63756,FALSE,608,Accepted,5,5,O,,FAILED TO KEEP PROPER LANE,
30828355,0050200,CAVE CITY POLICE DEPARTMENT,Accepted,BARREN,KY0070,2977,GRIDERVILLE,RD,,,,,,,,37.12590003,-85.93967433,7.889,11/17/2022,630,1,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAWN,,,44882.63776,FALSE,609,Accepted,5,5,O,ANIMALS ACTION,,
30837841,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,,OAK GROVE CHURCH,RD,,,,,DENTON,,MILLSTOWN,37.04984967,-86.10514382,2.77,11/8/2022,2149,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50345,FALSE,149,Accepted,5,5,O,,,
30837843,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,LN9008,,LN9008 W,,,,,,,,,36.99558431,-85.76691203,21.403,11/10/2022,440,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50352,FALSE,157,Accepted,5,5,O,,,
30837844,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,LN9008,,LN9008 E,,,,,,,,,37.01637979,-86.03054074,5.465,11/5/2022,6,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50357,FALSE,173,Accepted,5,5,O,ANIMALS ACTION,,
30837845,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0740,,CORAL HILL,RD,,,,,,,,37.03783155,-85.86425788,2.081,11/11/2022,2302,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50362,FALSE,173,Accepted,5,5,O,ANIMALS ACTION,,
30837846,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0255,,PARK CITY BON AYR,RD,,,,KY1339,APPLE GROVE,,MAYHEW,37.04790709,-86.0598359,8.071,11/10/2022,1723,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50366,FALSE,149,Accepted,5,5,O,,,
30837849,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0063,4024,TOMPKINSVILLE,RD,,,,,,,,36.94677091,-85.88162418,10.702,11/11/2022,1534,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,,,44885.50374,FALSE,167,Accepted,5,5,O,,"DISREGARD TRAFFIC CONTROL, FAILED TO YIELD RIGHT OF WAY",
30837851,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0068,,NEW BOWLING GREEN,RD,,KY2240,MERRY OAKS RAILTON,,,,,37.02332865,-86.10864067,1.109,11/13/2022,752,2,2,0,0,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44885.50382,FALSE,157,Accepted,5,5,O,,INATTENTION,
30837852,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0070,,GRIDERVILLE,RD,,,,,,,,37.11639208,-85.89397585,10.519,11/13/2022,246,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50386,FALSE,181,Accepted,5,5,O,,,
30837854,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0070,,HISEVILLE,RD,,,,,,,,37.07435229,-85.75991913,19.199,11/5/2022,2001,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50392,FALSE,182,Accepted,5,5,O,ANIMALS ACTION,,
30837855,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,1527,MATTHEWS MILL,RD,,,,,,,,36.92520731,-85.97169142,1.66,11/10/2022,356,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50399,FALSE,182,Accepted,5,5,O,,ALCOHOL INVOLVEMENT,
30837856,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,LN9008,,LN9008 E,,,,,,,,,36.99511486,-85.86891282,15.741,11/14/2022,1453,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44885.50404,FALSE,170,Accepted,5,5,O,ANIMALS ACTION,,
30837857,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,5497,BURKESVILLE,RD,,,,,,,,36.94531508,-85.83840372,15.34,11/7/2022,1141,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,44885.50408,FALSE,170,Accepted,5,5,O,,MISJUDGE CLEARANCE,
30837858,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,,BURKESVILLE,RD,,,,,,,,36.96517602,-85.87914689,12.683,11/12/2022,1002,2,2,0,0,CLOUDY,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,44885.50412,FALSE,167,Accepted,5,5,O,,TURNING IMPROPERLY,
30837859,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,300,HOLLIS THOMAS,RD,,,,,,,,36.99043133,-85.83487587,0.527,11/12/2022,1415,2,2,0,0,CLOUDY,WET,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & GRADE,DAYLIGHT,,,44885.50416,FALSE,167,Accepted,5,5,O,,,
30837860,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,,SCOTTSVILLE,RD,,,,,,,,36.90186219,-86.00348523,5.732,11/15/2022,924,2,2,0,1,RAINING,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & LEVEL,DAYLIGHT,,,44885.50421,FALSE,167,Accepted,5,4,C,"SLIPPERY SURFACE, WATER POOLING",,
30837862,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,,BURKESVILLE,RD,,,,,,,,36.90866877,-85.77103955,20.099,11/3/2022,752,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44885.50427,FALSE,125,Accepted,5,5,O,MAINTENANCE/UTILITY WORK ZONE,INATTENTION,
30837863,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0252,,FINNEY,RD,,KY1342,BEAVER CREEK BOAT RAMP RD     KY1342,,,,,36.94522493,-86.00250376,8.761,11/2/2022,636,2,2,0,0,CLEAR,DRY,TRUE,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DAWN,,,44885.50432,FALSE,125,Accepted,5,5,O,,,
30837864,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,LN9008,,LN9008 E,,,,,,,,,37.00841473,-86.01299967,6.58,11/5/2022,641,1,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,44885.50436,FALSE,125,Accepted,5,5,O,ANIMALS ACTION,,
30837865,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,8979,SCOTTSVILLE,RD,,,,,,,,36.8974903,-86.01174023,5.162,11/3/2022,1523,1,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,44885.5044,FALSE,125,Accepted,2,2,A,,,
30837867,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,37,OWENSBY,RD,,,,,,,,36.92896154,-86.01547061,0.05,11/8/2022,702,2,2,0,0,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44885.50446,FALSE,125,Accepted,5,5,O,,INATTENTION,
30837868,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,,LEE FENDELL,RD,,,,,,,,37.07426143,-85.97554906,1.088,11/17/2022,706,1,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,44885.5045,FALSE,125,Accepted,5,5,O,OTHER,,
30837871,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,,DRIPPING SPRINGS,RD,,KY0090,HAPPY VALLEY,,,,,37.04142589,-85.94607657,7.164,10/28/2022,1630,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44885.50457,FALSE,163,Accepted,5,5,O,GLARE (SUN),TURNING IMPROPERLY,
30837873,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0252,,FINNEY,RD,,,,,,,,36.94304953,-86.04196965,6.311,11/4/2022,2131,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50463,FALSE,163,Accepted,5,5,O,ANIMALS ACTION,,
30837874,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY1297,,OLD BOWLING GREEN,RD,,KY2240,MERRY OAKS RAILTON,,,,,36.98194457,-86.12009037,1.722,11/15/2022,1731,2,2,0,0,CLEAR,DRY,TRUE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50467,FALSE,163,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,
30837875,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,,BURKESVILLE,RD,,,,,,,,36.97753634,-85.8897177,11.648,11/14/2022,1749,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44885.50471,FALSE,174,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",
30837876,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0070,,GRIDERVILLE,RD,,,,,,,,37.11535658,-85.88725084,10.895,11/15/2022,1856,1,1,0,0,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50475,FALSE,174,Accepted,5,5,O,,,
30837877,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,,SCOTTSVILLE,RD,,,,,,,,36.95241944,-85.96439363,10.032,11/16/2022,1719,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50479,FALSE,174,Accepted,5,5,O,ANIMALS ACTION,,
30837878,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,LN9008,,LN9008 W,,,,,,,,,37.04420469,-86.07112544,2.494,11/16/2022,1917,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50484,FALSE,174,Accepted,5,5,O,ANIMALS ACTION,,
30837879,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,LN9008,,LN9008 E,,,,,LN9008,LN9008 TURN AROUND3,LN9008,LN9008 TURN AROUND0,37.04404938,-86.0714924,2.497,11/16/2022,1918,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50488,FALSE,149,Accepted,5,5,O,,,
30837881,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,,SCOTTSVILLE,RD,,,,,,,,36.96335449,-85.94965359,11.144,11/18/2022,2213,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.50499,FALSE,174,Accepted,5,5,O,ANIMALS ACTION,,
30837882,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,,JACKSON,HWY,N,,STEEPLECHASE,,,,,37.04757458,-85.89866245,18.046,11/20/2022,715,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44885.50503,FALSE,157,Accepted,5,5,O,,,
30838841,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0068,,VETERANS OUTER,LOOP,,,,,LOHDEN,US0068,US68 CROSSOVER,37.02602056,-85.88889581,14.334,11/15/2022,1654,1,1,0,0,RAINING,WET,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44885.78432,FALSE,2293,Accepted,5,5,O,ANIMALS ACTION,,
30838875,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031EX,301,RACE,ST,N,,,,,,,36.99821495,-85.91187154,1.662,11/20/2022,1235,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44885.79078,FALSE,2293,Accepted,5,5,O,,INATTENTION,MIRRORS
30840949,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,KY0090,,BURKESVILLE,RD,,,,LN9008,LN9008 E,LN9008,LN9008 W,36.9840335,-85.89539857,11.107,11/18/2022,1613,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,,,44886.39471,FALSE,2249,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, MISJUDGE CLEARANCE",
30841006,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,S,US0068X,MAIN,,,,,37.00208207,-85.92636226,14.255,11/18/2022,1230,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44886.40421,FALSE,2249,Accepted,5,5,O,,DISREGARD TRAFFIC CONTROL,
30844492,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,LN9008,,LN9008 E,,,,,,,,,36.97847647,-85.89971947,13.582,11/11/2022,1800,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44886.96047,FALSE,2289,Accepted,5,5,O,ANIMALS ACTION,,
30844494,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,414,GRANDVIEW,AVE,,,,,,,,36.99540999,-85.92772694,0.846,11/20/2022,1904,1,1,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/OFF,,,44886.96055,FALSE,2300,Accepted,5,5,O,,INATTENTION,
30845860,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,,CAP REDFORD,RD,,,,,,,,37.09416572,-85.89138985,0.599,11/20/2022,1312,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,,,44887.33634,FALSE,157,Accepted,5,5,O,ANIMALS ACTION,,
30845863,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0087,,AUSTIN TRACY,RD,,,,,RAMP RD,,R WHITLOW,36.82825811,-86.02866902,9.537,11/19/2022,1742,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44887.33645,FALSE,183,Accepted,5,5,O,ANIMALS ACTION,,
30845864,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,,HAPPY VALLEY,RD,,KY0685,STOVALL,,,,,37.09634137,-85.97350282,3.182,11/20/2022,1715,2,2,0,5,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44887.33652,FALSE,181,Accepted,5,3,B,,INATTENTION,
