IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,InjurySeverityCde,KABCO_Code,KABCO,Environmental_Factors,Human_Factors,Vehicular_Factors
27632831,KSP0300,"KY STATE POLICE, POST 03",Accepted,BARREN,KY2195,,OLD LEXINGTON,RD,,,,,,,,37.13273007,-85.93631143,0.699,1/1/2021,1353,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,44200.64217,FALSE,694,Accepted,5,5,O,,FAILED TO KEEP PROPER LANE,
27635457,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,,HAPPY VALLEY,RD,,US0031E,L ROGERS WELLS,,,,,37.00958402,-85.92140987,,1/4/2021,1750,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44201.29468,FALSE,2286,Accepted,5,5,O,,CELL PHONE,
27635458,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,200,CLEVELAND,AVE,,,,,WILLOW,,LESLIE,36.99327678,-85.91971547,0.751,1/4/2021,2131,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44201.29473,FALSE,2286,Accepted,5,5,O,,OVERCORRECTING/OVERSTEERING,
27640155,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0063,,TOMPKINSVILLE,RD,,,,,,,,36.92191356,-85.86882404,8.764,1/3/2021,1031,1,1,0,0,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,44202.39664,FALSE,157,Accepted,5,5,O,,OTHER,
27640160,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,965,HOLLOW,RD,,,,,,,,36.97884268,-85.87425403,0.922,1/2/2021,2333,1,1,0,0,RAINING,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,44202.3968,FALSE,181,Accepted,5,5,O,,NOT UNDER PROPER CONTROL,
27640161,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,1280,GREEN VALLEY,RD,,,,,,,,36.96402249,-85.87100482,1.427,1/2/2021,2333,1,1,0,0,RAINING,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44202.39685,FALSE,181,Accepted,5,5,O,,IMPROPER BACKING,
27640164,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY2195,,OLD LEXINGTON,RD,,,CEMETERY,,,,,37.13164299,-85.94283195,0.31,1/2/2021,2218,1,1,0,0,RAINING,WET,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44202.39698,FALSE,181,Accepted,5,5,O,SLIPPERY SURFACE,,HEADLIGHTS DEFECTIVE
27640166,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0685,,BECKTON,RD,,,,,,,,37.00987919,-86.02557655,1.954,1/5/2021,533,1,1,0,0,CLOUDY,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/OFF,,,44202.39706,FALSE,157,Accepted,5,5,O,,,
27642444,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,N,,,,SMITH,,WALL,37.00703144,-85.92384325,14.558,1/3/2021,1415,2,2,0,3,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44202.82482,FALSE,2240,Accepted,5,4,C,,INATTENTION,
27645566,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,113,JOE MONTGOMERY,CT,,,,,,,,36.99378045,-85.92402653,0.126,1/3/2021,740,2,1,0,1,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,44203.64862,FALSE,2283,Accepted,5,2,A,IMPROPERLY PARKED VEHICLE(S),,
27648387,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,5415,SCOTTSVILLE,RD,,,,,,,,36.94060498,-85.98066945,8.807,1/6/2021,1434,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,44204.39839,FALSE,170,Accepted,5,5,O,,MISJUDGE CLEARANCE,
27648388,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,,SCOTTSVILLE,RD,,,,,,,,36.95333107,-85.96312275,10.122,1/2/2021,1747,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44204.39843,FALSE,174,Accepted,5,5,O,,INATTENTION,
27648389,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,LN9008,,LN9008 W,,,,,,,,,36.9956462,-85.76837944,21.322,1/3/2021,26,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44204.39852,FALSE,174,Accepted,5,5,O,ANIMALS ACTION,,
27648394,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,683,NOBOB,RD,E,,,,,,,36.86413267,-85.76418842,0.68,1/3/2021,1948,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44204.39878,FALSE,173,Accepted,5,5,O,ANIMALS ACTION,,
27648401,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,,SCOTTSVILLE,RD,,,SCRIVENER,,,,,36.95619397,-85.95937769,10.362,1/7/2021,950,2,2,0,0,CLOUDY,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44204.39909,FALSE,125,Accepted,5,5,O,,INATTENTION,
27648402,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0068,,EDMONTON,RD,,,,,ABBEY,,THUMPERS,37.01546305,-85.82258057,18.878,1/3/2021,1426,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,44204.39914,FALSE,172,Accepted,5,5,O,,INATTENTION,
27651661,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,N,US0068X,MAIN,,,,,37.00201628,-85.92638842,14.259,1/8/2021,1745,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44205.28083,FALSE,2287,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,
27656216,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,N,,SMITH,,,,,37.0058583,-85.92450817,14.439,1/8/2021,1050,2,2,0,0,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44207.04504,FALSE,2240,Accepted,5,5,O,,INATTENTION,
27657907,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,,SCOTTSVILLE,RD,,,,,,,,36.92323992,-85.99648131,7.265,1/10/2021,553,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44207.45604,FALSE,170,Accepted,5,5,O,ANIMALS ACTION,,
27657909,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0087,,AUSTIN TRACY,RD,,,,,,,,36.7625656,-85.95185031,2.219,1/7/2021,1313,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & HILLCREST,DAYLIGHT,,,44207.4561,FALSE,157,Accepted,5,5,O,,,
27657911,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0063,,TOMPKINSVILLE,RD,,,,,,,,36.81223764,-85.8262374,0.108,1/11/2021,510,1,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44207.45618,FALSE,157,Accepted,5,5,O,,,
27659471,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,S,,CAVALRY,,,,,36.98477204,-85.93161992,12.98,1/1/2021,1649,2,2,0,0,CLEAR,DRY,TRUE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44207.69066,FALSE,2237,Accepted,5,5,O,,DISREGARD TRAFFIC CONTROL,
27659479,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,,FRONT,ST,W,,FORD,,,,,36.99880392,-85.91381954,0.265,1/8/2021,1033,2,2,0,2,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,44207.691,FALSE,2246,Accepted,5,4,C,,INATTENTION,
27662134,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,,GATEWAY,CT,,KY0685,STOVALL,,,,,37.07711769,-85.99546442,1.707,1/10/2021,1109,1,1,0,1,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44208.43724,FALSE,172,Accepted,3,3,B,SLIPPERY SURFACE,OVERCORRECTING/OVERSTEERING,
27666858,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0068,,VETERANS OUTER,LOOP,,,,,,,,37.0101841,-85.88045713,15.537,1/6/2021,1752,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44209.48639,FALSE,174,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,
27666859,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,,BURKESVILLE,RD,,,,,,,,36.97592734,-85.88834886,11.782,1/12/2021,1712,2,2,0,0,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44209.48643,FALSE,174,Accepted,5,5,O,,"DISTRACTION, INATTENTION",
27666860,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031W,,LOUISVILLE,RD,,,,,,,,37.09490953,-86.01218481,3.225,1/12/2021,1727,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44209.48648,FALSE,181,Accepted,5,5,O,ANIMALS ACTION,,
27670209,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,N,,MAGNOLIA,,,,,37.01367393,-85.91697321,15.209,1/13/2021,429,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,44210.28521,FALSE,2287,Accepted,5,5,O,ANIMALS ACTION,,
27670586,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,SCOTTSVILLE,RD,,LN9008,LN9008 W EXIT11 CROSSOVER US31E,,,,,36.97883351,-85.93416962,12.519,1/13/2021,1618,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DUSK,,,44210.38413,FALSE,2277,Accepted,5,5,O,BACKUP DUE TO REGULAR CONGESTION,FAILED TO YIELD RIGHT OF WAY,
27670797,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,,CLEVELAND,AVE,,US0031E,L ROGERS WELLS,,,,,36.98935036,-85.93221134,0.001,1/1/2021,1934,2,2,0,1,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,44210.43152,FALSE,2270,Accepted,3,3,B,,INATTENTION,
27670882,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,,BURKESVILLE,RD,,,,,,,,36.92462943,-85.80517546,17.737,1/11/2021,2123,1,1,0,0,CLEAR,ICE,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44210.44633,FALSE,173,Accepted,5,5,O,SLIPPERY SURFACE,TOO FAST FOR CONDITIONS,
27670883,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,LN9008,,LN9008 W,,,,,,,,,36.99097714,-85.96643388,9.502,1/14/2021,721,1,1,0,0,CLEAR,ICE,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,44210.44648,FALSE,170,Accepted,5,5,O,SLIPPERY SURFACE,,
27672701,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,N,,,,,,,37.00394084,-85.92543534,14.334,1/5/2021,1840,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44210.81519,FALSE,2410,Accepted,5,5,O,,,
27672716,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,,LEXINGTON,DR,,,CARDINAL,,,,,37.02138786,-85.91545072,1.202,1/12/2021,1215,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44210.81645,FALSE,50,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,
27672717,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031EX,,GREEN,ST,S,,WAYNE,,,,,36.99418541,-85.91293904,1.338,1/13/2021,1312,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,44210.81656,FALSE,50,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",
27674441,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,,BURKESVILLE,RD,,,,,,,,36.91889303,-85.78702593,18.834,1/14/2021,508,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,44211.36739,FALSE,157,Accepted,5,5,O,,,
27674442,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY1297,,OLD BOWLING GREEN,RD,,,,,,,,36.98776591,-86.00810885,8.18,1/14/2021,730,1,1,0,0,CLEAR,WET,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,44211.36746,FALSE,157,Accepted,5,5,O,SLIPPERY SURFACE,,
27674443,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,,JACKSON,HWY,N,,,,,,,37.05258861,-85.89474533,18.504,1/14/2021,2117,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44211.36763,FALSE,174,Accepted,5,5,O,,"DISTRACTION, INATTENTION",
27674444,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0090,,HAPPY VALLEY,RD,,,,,,,,37.04187894,-85.94616216,7.259,1/11/2021,1617,1,1,0,1,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,44211.36784,FALSE,174,Accepted,5,3,B,,FAILED TO KEEP PROPER LANE,
27679144,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031EX,,GREEN,ST,S,,,,,,,36.99495455,-85.91247437,1.399,1/16/2021,1240,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44212.77624,FALSE,2276,Accepted,5,5,O,,INATTENTION,
27683490,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0820,600,CANEY FORK,RD,,,,,,,,36.83778534,-85.90790196,0.591,1/15/2021,722,1,1,0,0,CLEAR,ICE,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,44214.45395,FALSE,170,Accepted,5,5,O,SLIPPERY SURFACE,,
27686836,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY1297,5388,OLD BOWLING GREEN,RD,,,,,,,,36.9876248,-86.00031021,8.631,1/15/2021,733,1,1,0,0,CLEAR,ICE,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,44215.38608,FALSE,172,Accepted,5,5,O,SLIPPERY SURFACE,,
27686837,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,KY0252,,FINNEY,RD,,,NAN BISHOP,,,,,36.93493849,-86.08627534,3.74,1/15/2021,628,1,1,0,1,CLEAR,ICE,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,44215.38612,FALSE,172,Accepted,4,4,C,SLIPPERY SURFACE,,
27686839,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0031E,,SCOTTSVILLE,RD,,KY0252,FINNEY,,,,,36.95184027,-85.96518487,9.972,1/7/2021,1750,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44215.38618,FALSE,163,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, OTHER",
27686840,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,US0068,,EDMONTON,RD,,,,,,,,37.01116649,-85.84247736,17.707,1/10/2021,1853,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44215.38622,FALSE,163,Accepted,5,5,O,,INATTENTION,
27689402,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031EX,,RACE,ST,N,,,,MITCHELL,,CHERRY,36.99985371,-85.91060841,1.792,1/14/2021,1300,1,1,0,0,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44215.79775,FALSE,2196,Accepted,5,5,O,OTHER,,
27689403,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,,ROGERS,RD,,US0068X,MAIN,,,,,36.99997872,-85.92283287,0.686,1/14/2021,1555,2,2,0,0,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,,,44215.7978,FALSE,2196,Accepted,5,5,O,,INATTENTION,
27689406,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,,GREEN,ST,N,,,US0031EX,PUBLIC,,WATER,36.99592338,-85.9118187,0.004,1/16/2021,1405,2,2,0,0,CLOUDY,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & GRADE,DAYLIGHT,,,44215.79787,FALSE,2240,Accepted,5,5,O,,INATTENTION,
27690988,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,JACKSON,HWY,N,,,,OLD JACKSON HWY LOOP,,STEEPLECHASE,37.04834334,-85.89767186,18.156,1/19/2021,1846,1,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44216.30105,FALSE,2410,Accepted,3,3,B,ANIMALS ACTION,,
27691164,0050000,BARREN COUNTY SHERIFF DEPT.,Accepted,BARREN,,,LOVE KNOB,RD,,,,,,,,37.02168803,-85.77829173,0.628,1/18/2021,1650,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44216.353,FALSE,174,Accepted,5,5,O,ANIMALS ACTION,,
27693460,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,515,BUNCHE AVE SPUR,,,,,,,,,36.98750612,-85.90988894,0.002,1/14/2021,1440,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,CURVE & GRADE,DAYLIGHT,,,44216.8173,FALSE,2240,Accepted,5,5,O,,INATTENTION,
27696002,0050200,CAVE CITY POLICE DEPARTMENT,Accepted,BARREN,US0031W,,DIXIE,HWY,N,,,,,,,37.13779583,-85.95373308,7.579,1/20/2021,645,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44217.52836,FALSE,601,Accepted,5,5,O,,INATTENTION,
27696012,0050200,CAVE CITY POLICE DEPARTMENT,Accepted,BARREN,US0031W,,DIXIE,HWY,N,,LES TURNER,,,,,37.14897205,-85.93883061,8.679,1/18/2021,1216,2,2,0,1,CLOUDY,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44217.53111,FALSE,604,Accepted,2,2,A,,IMPROPER PASSING,
27701008,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,,,WILDERNESS,RD,,,,,KELLY,,WOODS,36.97891211,-85.92745715,0.35,1/10/2021,2049,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44218.70767,FALSE,2237,Accepted,5,5,O,,ALCOHOL INVOLVEMENT,
27701017,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,KY0090,,HAPPY VALLEY,RD,,,PIN OAK,,,,,37.01123711,-85.9244381,9.716,1/21/2021,1724,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44218.70788,FALSE,2246,Accepted,5,5,O,,"INATTENTION, DISTRACTION",
27704272,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,LN9008,,EXIT 11 OFF RAMP,,,LN9008W,LN9008 W EXIT11 OFF RAMP TO US31E S,,,,,36.97874814,-85.93397641,0.011,1/23/2021,1330,2,2,0,0,CLEAR,DRY,FALSE,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & GRADE,DAYLIGHT,,,44219.8157,FALSE,2240,Accepted,5,5,O,,INATTENTION,
27709137,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,KY1297,,OLD BOWLING GREEN,RD,,,WATERFORD,,,,,36.99100409,-85.94757314,11.887,1/11/2021,1630,1,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,44221.44466,FALSE,2270,Accepted,3,3,B,DEBRIS IN ROADWAY,OTHER,
27713352,0370200,"KY STATE POLICE, CVE",Accepted,BARREN,KY0090,,BURKESVILLE,RD,,,,,,,,36.90879478,-85.77393054,19.999,1/22/2021,1440,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,44222.5727,FALSE,C-327,Accepted,5,5,O,,INATTENTION,
27719819,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,N,,SMITH,,,,,37.00584474,-85.9244878,14.44,1/26/2021,1826,2,2,0,2,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44223.95022,FALSE,2287,Accepted,5,3,B,,DISREGARD TRAFFIC CONTROL,
27722436,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031E,,L ROGERS WELLS,BLVD,N,,HAPPY VALLEY,,,,,37.00960406,-85.92142247,14.847,1/19/2021,844,2,2,0,0,CLOUDY,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44224.62868,FALSE,2212,Accepted,5,5,O,,INATTENTION,
27723344,0050100,GLASGOW POLICE DEPARTMENT,Accepted,BARREN,US0031EX,,RACE,ST,N,,,,CHERRY,,LEECH,37.00201843,-85.90931582,1.958,1/26/2021,1038,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44224.80207,FALSE,50,Accepted,5,5,O,,IMPROPER PASSING,
